nohup: ignoring input
Namespace(batchSize=64, chop=False, cuda=True, loss='1*L1', lr=0.0001, nEpochs=1000, patchSize=64, pre_train=None, rgb_range=255, seed=123, testBatchSize=1, threads=4)
===> Loading datasets
===> Building model
 97%|█████████▋| 166/172 [03:16<00:07,  1.18s/it]psnr: 28.81
 97%|█████████▋| 167/172 [03:17<00:05,  1.17s/it]psnr: 28.16
 98%|█████████▊| 168/172 [03:18<00:04,  1.17s/it]psnr: 28.08
 98%|█████████▊| 169/172 [03:19<00:03,  1.18s/it]psnr: 27.71
 99%|█████████▉| 170/172 [03:21<00:02,  1.18s/it]psnr: 29.29
 99%|█████████▉| 171/172 [03:22<00:01,  1.18s/it]psnr: 28.14
100%|██████████| 172/172 [03:23<00:00,  1.18s/it]100%|██████████| 172/172 [03:23<00:00,  1.18s/it]
===> Avg. PSNR: 28.4751 dB, per frame use 1167.312505633332 ms
Checkpoint saved to ./experiment/latestckp/latest.pth
===> Epoch[2](1/1860): Loss: 0.016775
===> Epoch[2](2/1860): Loss: 0.017952
===> Epoch[2](3/1860): Loss: 0.018050
===> Epoch[2](4/1860): Loss: 0.017292
===> Epoch[2](5/1860): Loss: 0.017501
===> Epoch[2](6/1860): Loss: 0.018818
===> Epoch[2](7/1860): Loss: 0.019002
===> Epoch[2](8/1860): Loss: 0.017270
===> Epoch[2](9/1860): Loss: 0.018500
===> Epoch[2](10/1860): Loss: 0.018698
===> Epoch[2](11/1860): Loss: 0.018368
===> Epoch[2](12/1860): Loss: 0.017889
===> Epoch[2](13/1860): Loss: 0.017166
===> Epoch[2](14/1860): Loss: 0.017242
===> Epoch[2](15/1860): Loss: 0.016924
===> Epoch[2](16/1860): Loss: 0.019202
===> Epoch[2](17/1860): Loss: 0.017141
===> Epoch[2](18/1860): Loss: 0.016664
===> Epoch[2](19/1860): Loss: 0.018840
===> Epoch[2](20/1860): Loss: 0.018547
===> Epoch[2](21/1860): Loss: 0.018667
===> Epoch[2](22/1860): Loss: 0.016375
===> Epoch[2](23/1860): Loss: 0.018101
===> Epoch[2](24/1860): Loss: 0.016644
===> Epoch[2](25/1860): Loss: 0.018110
===> Epoch[2](26/1860): Loss: 0.016741
===> Epoch[2](27/1860): Loss: 0.014354
===> Epoch[2](28/1860): Loss: 0.015843
===> Epoch[2](29/1860): Loss: 0.017743
===> Epoch[2](30/1860): Loss: 0.017658
===> Epoch[2](31/1860): Loss: 0.016259
===> Epoch[2](32/1860): Loss: 0.015770
===> Epoch[2](33/1860): Loss: 0.017496
===> Epoch[2](34/1860): Loss: 0.017245
===> Epoch[2](35/1860): Loss: 0.017131
===> Epoch[2](36/1860): Loss: 0.018125
===> Epoch[2](37/1860): Loss: 0.016574
===> Epoch[2](38/1860): Loss: 0.017502
===> Epoch[2](39/1860): Loss: 0.016251
===> Epoch[2](40/1860): Loss: 0.016841
===> Epoch[2](41/1860): Loss: 0.018636
===> Epoch[2](42/1860): Loss: 0.018031
===> Epoch[2](43/1860): Loss: 0.018496
===> Epoch[2](44/1860): Loss: 0.017242
===> Epoch[2](45/1860): Loss: 0.019175
===> Epoch[2](46/1860): Loss: 0.018975
===> Epoch[2](47/1860): Loss: 0.019028
===> Epoch[2](48/1860): Loss: 0.017483
===> Epoch[2](49/1860): Loss: 0.017812
===> Epoch[2](50/1860): Loss: 0.017856
===> Epoch[2](51/1860): Loss: 0.016945
===> Epoch[2](52/1860): Loss: 0.016964
===> Epoch[2](53/1860): Loss: 0.017402
===> Epoch[2](54/1860): Loss: 0.016871
===> Epoch[2](55/1860): Loss: 0.019155
===> Epoch[2](56/1860): Loss: 0.018840
===> Epoch[2](57/1860): Loss: 0.017334
===> Epoch[2](58/1860): Loss: 0.017758
===> Epoch[2](59/1860): Loss: 0.017483
===> Epoch[2](60/1860): Loss: 0.017005
===> Epoch[2](61/1860): Loss: 0.018939
===> Epoch[2](62/1860): Loss: 0.018289
===> Epoch[2](63/1860): Loss: 0.016880
===> Epoch[2](64/1860): Loss: 0.017332
===> Epoch[2](65/1860): Loss: 0.016843
===> Epoch[2](66/1860): Loss: 0.018172
===> Epoch[2](67/1860): Loss: 0.018043
===> Epoch[2](68/1860): Loss: 0.018145
===> Epoch[2](69/1860): Loss: 0.017065
===> Epoch[2](70/1860): Loss: 0.017470
===> Epoch[2](71/1860): Loss: 0.018590
===> Epoch[2](72/1860): Loss: 0.017773
===> Epoch[2](73/1860): Loss: 0.016574
===> Epoch[2](74/1860): Loss: 0.019514
===> Epoch[2](75/1860): Loss: 0.018853
===> Epoch[2](76/1860): Loss: 0.017142
===> Epoch[2](77/1860): Loss: 0.017241
===> Epoch[2](78/1860): Loss: 0.018181
===> Epoch[2](79/1860): Loss: 0.018148
===> Epoch[2](80/1860): Loss: 0.016062
===> Epoch[2](81/1860): Loss: 0.017431
===> Epoch[2](82/1860): Loss: 0.016498
===> Epoch[2](83/1860): Loss: 0.018428
===> Epoch[2](84/1860): Loss: 0.018620
===> Epoch[2](85/1860): Loss: 0.017972
===> Epoch[2](86/1860): Loss: 0.016364
===> Epoch[2](87/1860): Loss: 0.017796
===> Epoch[2](88/1860): Loss: 0.016695
===> Epoch[2](89/1860): Loss: 0.015940
===> Epoch[2](90/1860): Loss: 0.016829
===> Epoch[2](91/1860): Loss: 0.014946
===> Epoch[2](92/1860): Loss: 0.017533
===> Epoch[2](93/1860): Loss: 0.017264
===> Epoch[2](94/1860): Loss: 0.017360
===> Epoch[2](95/1860): Loss: 0.018396
===> Epoch[2](96/1860): Loss: 0.019982
===> Epoch[2](97/1860): Loss: 0.018314
===> Epoch[2](98/1860): Loss: 0.017079
===> Epoch[2](99/1860): Loss: 0.017227
===> Epoch[2](100/1860): Loss: 0.017117
===> Epoch[2](101/1860): Loss: 0.017376
===> Epoch[2](102/1860): Loss: 0.018293
===> Epoch[2](103/1860): Loss: 0.018862
===> Epoch[2](104/1860): Loss: 0.019341
===> Epoch[2](105/1860): Loss: 0.018310
===> Epoch[2](106/1860): Loss: 0.019478
===> Epoch[2](107/1860): Loss: 0.018609
===> Epoch[2](108/1860): Loss: 0.017626
===> Epoch[2](109/1860): Loss: 0.017109
===> Epoch[2](110/1860): Loss: 0.018046
===> Epoch[2](111/1860): Loss: 0.016134
===> Epoch[2](112/1860): Loss: 0.019208
===> Epoch[2](113/1860): Loss: 0.017026
===> Epoch[2](114/1860): Loss: 0.016462
===> Epoch[2](115/1860): Loss: 0.019281
===> Epoch[2](116/1860): Loss: 0.017754
===> Epoch[2](117/1860): Loss: 0.017673
===> Epoch[2](118/1860): Loss: 0.016749
===> Epoch[2](119/1860): Loss: 0.018088
===> Epoch[2](120/1860): Loss: 0.015291
===> Epoch[2](121/1860): Loss: 0.019455
===> Epoch[2](122/1860): Loss: 0.019620
===> Epoch[2](123/1860): Loss: 0.017996
===> Epoch[2](124/1860): Loss: 0.016725
===> Epoch[2](125/1860): Loss: 0.018588
===> Epoch[2](126/1860): Loss: 0.015761
===> Epoch[2](127/1860): Loss: 0.016966
===> Epoch[2](128/1860): Loss: 0.016762
===> Epoch[2](129/1860): Loss: 0.016646
===> Epoch[2](130/1860): Loss: 0.018764
===> Epoch[2](131/1860): Loss: 0.019549
===> Epoch[2](132/1860): Loss: 0.016213
===> Epoch[2](133/1860): Loss: 0.018347
===> Epoch[2](134/1860): Loss: 0.017849
===> Epoch[2](135/1860): Loss: 0.017293
===> Epoch[2](136/1860): Loss: 0.016389
===> Epoch[2](137/1860): Loss: 0.017465
===> Epoch[2](138/1860): Loss: 0.018010
===> Epoch[2](139/1860): Loss: 0.016066
===> Epoch[2](140/1860): Loss: 0.016977
===> Epoch[2](141/1860): Loss: 0.018100
===> Epoch[2](142/1860): Loss: 0.018600
===> Epoch[2](143/1860): Loss: 0.017800
===> Epoch[2](144/1860): Loss: 0.015991
===> Epoch[2](145/1860): Loss: 0.017146
===> Epoch[2](146/1860): Loss: 0.017827
===> Epoch[2](147/1860): Loss: 0.017591
===> Epoch[2](148/1860): Loss: 0.017628
===> Epoch[2](149/1860): Loss: 0.015399
===> Epoch[2](150/1860): Loss: 0.018243
===> Epoch[2](151/1860): Loss: 0.019177
===> Epoch[2](152/1860): Loss: 0.017377
===> Epoch[2](153/1860): Loss: 0.018913
===> Epoch[2](154/1860): Loss: 0.018766
===> Epoch[2](155/1860): Loss: 0.016962
===> Epoch[2](156/1860): Loss: 0.016352
===> Epoch[2](157/1860): Loss: 0.016972
===> Epoch[2](158/1860): Loss: 0.015838
===> Epoch[2](159/1860): Loss: 0.018352
===> Epoch[2](160/1860): Loss: 0.018120
===> Epoch[2](161/1860): Loss: 0.017484
===> Epoch[2](162/1860): Loss: 0.018037
===> Epoch[2](163/1860): Loss: 0.018475
===> Epoch[2](164/1860): Loss: 0.016563
===> Epoch[2](165/1860): Loss: 0.017156
===> Epoch[2](166/1860): Loss: 0.016856
===> Epoch[2](167/1860): Loss: 0.017521
===> Epoch[2](168/1860): Loss: 0.017056
===> Epoch[2](169/1860): Loss: 0.018288
===> Epoch[2](170/1860): Loss: 0.016955
===> Epoch[2](171/1860): Loss: 0.018204
===> Epoch[2](172/1860): Loss: 0.018213
===> Epoch[2](173/1860): Loss: 0.017555
===> Epoch[2](174/1860): Loss: 0.016940
===> Epoch[2](175/1860): Loss: 0.017565
===> Epoch[2](176/1860): Loss: 0.014735
===> Epoch[2](177/1860): Loss: 0.016445
===> Epoch[2](178/1860): Loss: 0.015504
===> Epoch[2](179/1860): Loss: 0.018780
===> Epoch[2](180/1860): Loss: 0.017791
===> Epoch[2](181/1860): Loss: 0.017500
===> Epoch[2](182/1860): Loss: 0.016967
===> Epoch[2](183/1860): Loss: 0.019577
===> Epoch[2](184/1860): Loss: 0.016546
===> Epoch[2](185/1860): Loss: 0.017928
===> Epoch[2](186/1860): Loss: 0.017103
===> Epoch[2](187/1860): Loss: 0.018478
===> Epoch[2](188/1860): Loss: 0.017345
===> Epoch[2](189/1860): Loss: 0.017830
===> Epoch[2](190/1860): Loss: 0.017776
===> Epoch[2](191/1860): Loss: 0.019452
===> Epoch[2](192/1860): Loss: 0.018145
===> Epoch[2](193/1860): Loss: 0.018637
===> Epoch[2](194/1860): Loss: 0.016407
===> Epoch[2](195/1860): Loss: 0.019326
===> Epoch[2](196/1860): Loss: 0.017011
===> Epoch[2](197/1860): Loss: 0.015603
===> Epoch[2](198/1860): Loss: 0.017382
===> Epoch[2](199/1860): Loss: 0.018310
===> Epoch[2](200/1860): Loss: 0.016579
===> Epoch[2](201/1860): Loss: 0.018071
===> Epoch[2](202/1860): Loss: 0.018159
===> Epoch[2](203/1860): Loss: 0.016784
===> Epoch[2](204/1860): Loss: 0.018303
===> Epoch[2](205/1860): Loss: 0.016822
===> Epoch[2](206/1860): Loss: 0.018797
===> Epoch[2](207/1860): Loss: 0.020020
===> Epoch[2](208/1860): Loss: 0.019180
===> Epoch[2](209/1860): Loss: 0.017033
===> Epoch[2](210/1860): Loss: 0.017724
===> Epoch[2](211/1860): Loss: 0.018405
===> Epoch[2](212/1860): Loss: 0.016598
===> Epoch[2](213/1860): Loss: 0.016006
===> Epoch[2](214/1860): Loss: 0.016395
===> Epoch[2](215/1860): Loss: 0.017154
===> Epoch[2](216/1860): Loss: 0.016997
===> Epoch[2](217/1860): Loss: 0.018047
===> Epoch[2](218/1860): Loss: 0.018679
===> Epoch[2](219/1860): Loss: 0.017591
===> Epoch[2](220/1860): Loss: 0.018996
===> Epoch[2](221/1860): Loss: 0.017175
===> Epoch[2](222/1860): Loss: 0.018740
===> Epoch[2](223/1860): Loss: 0.017353
===> Epoch[2](224/1860): Loss: 0.018638
===> Epoch[2](225/1860): Loss: 0.017986
===> Epoch[2](226/1860): Loss: 0.016561
===> Epoch[2](227/1860): Loss: 0.018049
===> Epoch[2](228/1860): Loss: 0.017378
===> Epoch[2](229/1860): Loss: 0.017518
===> Epoch[2](230/1860): Loss: 0.017429
===> Epoch[2](231/1860): Loss: 0.017824
===> Epoch[2](232/1860): Loss: 0.016743
===> Epoch[2](233/1860): Loss: 0.017547
===> Epoch[2](234/1860): Loss: 0.016650
===> Epoch[2](235/1860): Loss: 0.018817
===> Epoch[2](236/1860): Loss: 0.017809
===> Epoch[2](237/1860): Loss: 0.019179
===> Epoch[2](238/1860): Loss: 0.016734
===> Epoch[2](239/1860): Loss: 0.016725
===> Epoch[2](240/1860): Loss: 0.017857
===> Epoch[2](241/1860): Loss: 0.016545
===> Epoch[2](242/1860): Loss: 0.016585
===> Epoch[2](243/1860): Loss: 0.018362
===> Epoch[2](244/1860): Loss: 0.015966
===> Epoch[2](245/1860): Loss: 0.018072
===> Epoch[2](246/1860): Loss: 0.018108
===> Epoch[2](247/1860): Loss: 0.018199
===> Epoch[2](248/1860): Loss: 0.016059
===> Epoch[2](249/1860): Loss: 0.018393
===> Epoch[2](250/1860): Loss: 0.017249
===> Epoch[2](251/1860): Loss: 0.016774
===> Epoch[2](252/1860): Loss: 0.018767
===> Epoch[2](253/1860): Loss: 0.017682
===> Epoch[2](254/1860): Loss: 0.017481
===> Epoch[2](255/1860): Loss: 0.016773
===> Epoch[2](256/1860): Loss: 0.017307
===> Epoch[2](257/1860): Loss: 0.017511
===> Epoch[2](258/1860): Loss: 0.016103
===> Epoch[2](259/1860): Loss: 0.017220
===> Epoch[2](260/1860): Loss: 0.018213
===> Epoch[2](261/1860): Loss: 0.014370
===> Epoch[2](262/1860): Loss: 0.017681
===> Epoch[2](263/1860): Loss: 0.016991
===> Epoch[2](264/1860): Loss: 0.016621
===> Epoch[2](265/1860): Loss: 0.019069
===> Epoch[2](266/1860): Loss: 0.017936
===> Epoch[2](267/1860): Loss: 0.017414
===> Epoch[2](268/1860): Loss: 0.017533
===> Epoch[2](269/1860): Loss: 0.017809
===> Epoch[2](270/1860): Loss: 0.017599
===> Epoch[2](271/1860): Loss: 0.016807
===> Epoch[2](272/1860): Loss: 0.018710
===> Epoch[2](273/1860): Loss: 0.017639
===> Epoch[2](274/1860): Loss: 0.017081
===> Epoch[2](275/1860): Loss: 0.020026
===> Epoch[2](276/1860): Loss: 0.018321
===> Epoch[2](277/1860): Loss: 0.018511
===> Epoch[2](278/1860): Loss: 0.018428
===> Epoch[2](279/1860): Loss: 0.016945
===> Epoch[2](280/1860): Loss: 0.016524
===> Epoch[2](281/1860): Loss: 0.017165
===> Epoch[2](282/1860): Loss: 0.017757
===> Epoch[2](283/1860): Loss: 0.016478
===> Epoch[2](284/1860): Loss: 0.018138
===> Epoch[2](285/1860): Loss: 0.018814
===> Epoch[2](286/1860): Loss: 0.018714
===> Epoch[2](287/1860): Loss: 0.017999
===> Epoch[2](288/1860): Loss: 0.017707
===> Epoch[2](289/1860): Loss: 0.017552
===> Epoch[2](290/1860): Loss: 0.017616
===> Epoch[2](291/1860): Loss: 0.016735
===> Epoch[2](292/1860): Loss: 0.019807
===> Epoch[2](293/1860): Loss: 0.017663
===> Epoch[2](294/1860): Loss: 0.017219
===> Epoch[2](295/1860): Loss: 0.017425
===> Epoch[2](296/1860): Loss: 0.017159
===> Epoch[2](297/1860): Loss: 0.019016
===> Epoch[2](298/1860): Loss: 0.018248
===> Epoch[2](299/1860): Loss: 0.017531
===> Epoch[2](300/1860): Loss: 0.016172
===> Epoch[2](301/1860): Loss: 0.016381
===> Epoch[2](302/1860): Loss: 0.017824
===> Epoch[2](303/1860): Loss: 0.018836
===> Epoch[2](304/1860): Loss: 0.016935
===> Epoch[2](305/1860): Loss: 0.018328
===> Epoch[2](306/1860): Loss: 0.018114
===> Epoch[2](307/1860): Loss: 0.019167
===> Epoch[2](308/1860): Loss: 0.020072
===> Epoch[2](309/1860): Loss: 0.017874
===> Epoch[2](310/1860): Loss: 0.017052
===> Epoch[2](311/1860): Loss: 0.018271
===> Epoch[2](312/1860): Loss: 0.018058
===> Epoch[2](313/1860): Loss: 0.018781
===> Epoch[2](314/1860): Loss: 0.017663
===> Epoch[2](315/1860): Loss: 0.017915
===> Epoch[2](316/1860): Loss: 0.017386
===> Epoch[2](317/1860): Loss: 0.017594
===> Epoch[2](318/1860): Loss: 0.016470
===> Epoch[2](319/1860): Loss: 0.019493
===> Epoch[2](320/1860): Loss: 0.017345
===> Epoch[2](321/1860): Loss: 0.016724
===> Epoch[2](322/1860): Loss: 0.016874
===> Epoch[2](323/1860): Loss: 0.017058
===> Epoch[2](324/1860): Loss: 0.017342
===> Epoch[2](325/1860): Loss: 0.019573
===> Epoch[2](326/1860): Loss: 0.017147
===> Epoch[2](327/1860): Loss: 0.018088
===> Epoch[2](328/1860): Loss: 0.019169
===> Epoch[2](329/1860): Loss: 0.015868
===> Epoch[2](330/1860): Loss: 0.016476
===> Epoch[2](331/1860): Loss: 0.017893
===> Epoch[2](332/1860): Loss: 0.017373
===> Epoch[2](333/1860): Loss: 0.016298
===> Epoch[2](334/1860): Loss: 0.018507
===> Epoch[2](335/1860): Loss: 0.018257
===> Epoch[2](336/1860): Loss: 0.016464
===> Epoch[2](337/1860): Loss: 0.017040
===> Epoch[2](338/1860): Loss: 0.016659
===> Epoch[2](339/1860): Loss: 0.017903
===> Epoch[2](340/1860): Loss: 0.016980
===> Epoch[2](341/1860): Loss: 0.016963
===> Epoch[2](342/1860): Loss: 0.019033
===> Epoch[2](343/1860): Loss: 0.015835
===> Epoch[2](344/1860): Loss: 0.016009
===> Epoch[2](345/1860): Loss: 0.016109
===> Epoch[2](346/1860): Loss: 0.016879
===> Epoch[2](347/1860): Loss: 0.017326
===> Epoch[2](348/1860): Loss: 0.018229
===> Epoch[2](349/1860): Loss: 0.019955
===> Epoch[2](350/1860): Loss: 0.017357
===> Epoch[2](351/1860): Loss: 0.019031
===> Epoch[2](352/1860): Loss: 0.017499
===> Epoch[2](353/1860): Loss: 0.017734
===> Epoch[2](354/1860): Loss: 0.018029
===> Epoch[2](355/1860): Loss: 0.018962
===> Epoch[2](356/1860): Loss: 0.019791
===> Epoch[2](357/1860): Loss: 0.018820
===> Epoch[2](358/1860): Loss: 0.017736
===> Epoch[2](359/1860): Loss: 0.017132
===> Epoch[2](360/1860): Loss: 0.016891
===> Epoch[2](361/1860): Loss: 0.016360
===> Epoch[2](362/1860): Loss: 0.017461
===> Epoch[2](363/1860): Loss: 0.017183
===> Epoch[2](364/1860): Loss: 0.018720
===> Epoch[2](365/1860): Loss: 0.017802
===> Epoch[2](366/1860): Loss: 0.018948
===> Epoch[2](367/1860): Loss: 0.017771
===> Epoch[2](368/1860): Loss: 0.017573
===> Epoch[2](369/1860): Loss: 0.020006
===> Epoch[2](370/1860): Loss: 0.017029
===> Epoch[2](371/1860): Loss: 0.017999
===> Epoch[2](372/1860): Loss: 0.017002
===> Epoch[2](373/1860): Loss: 0.017435
===> Epoch[2](374/1860): Loss: 0.016105
===> Epoch[2](375/1860): Loss: 0.019177
===> Epoch[2](376/1860): Loss: 0.016910
===> Epoch[2](377/1860): Loss: 0.018163
===> Epoch[2](378/1860): Loss: 0.016610
===> Epoch[2](379/1860): Loss: 0.020237
===> Epoch[2](380/1860): Loss: 0.017502
===> Epoch[2](381/1860): Loss: 0.019078
===> Epoch[2](382/1860): Loss: 0.015446
===> Epoch[2](383/1860): Loss: 0.017601
===> Epoch[2](384/1860): Loss: 0.017426
===> Epoch[2](385/1860): Loss: 0.018547
===> Epoch[2](386/1860): Loss: 0.017924
===> Epoch[2](387/1860): Loss: 0.017908
===> Epoch[2](388/1860): Loss: 0.016837
===> Epoch[2](389/1860): Loss: 0.017319
===> Epoch[2](390/1860): Loss: 0.017242
===> Epoch[2](391/1860): Loss: 0.016705
===> Epoch[2](392/1860): Loss: 0.018038
===> Epoch[2](393/1860): Loss: 0.017684
===> Epoch[2](394/1860): Loss: 0.018969
===> Epoch[2](395/1860): Loss: 0.016893
===> Epoch[2](396/1860): Loss: 0.018982
===> Epoch[2](397/1860): Loss: 0.018992
===> Epoch[2](398/1860): Loss: 0.017806
===> Epoch[2](399/1860): Loss: 0.017284
===> Epoch[2](400/1860): Loss: 0.016709
===> Epoch[2](401/1860): Loss: 0.016512
===> Epoch[2](402/1860): Loss: 0.018288
===> Epoch[2](403/1860): Loss: 0.018814
===> Epoch[2](404/1860): Loss: 0.016563
===> Epoch[2](405/1860): Loss: 0.017392
===> Epoch[2](406/1860): Loss: 0.019349
===> Epoch[2](407/1860): Loss: 0.018703
===> Epoch[2](408/1860): Loss: 0.017306
===> Epoch[2](409/1860): Loss: 0.018215
===> Epoch[2](410/1860): Loss: 0.018551
===> Epoch[2](411/1860): Loss: 0.018839
===> Epoch[2](412/1860): Loss: 0.016226
===> Epoch[2](413/1860): Loss: 0.017689
===> Epoch[2](414/1860): Loss: 0.018565
===> Epoch[2](415/1860): Loss: 0.016311
===> Epoch[2](416/1860): Loss: 0.015316
===> Epoch[2](417/1860): Loss: 0.018098
===> Epoch[2](418/1860): Loss: 0.017485
===> Epoch[2](419/1860): Loss: 0.016758
===> Epoch[2](420/1860): Loss: 0.019622
===> Epoch[2](421/1860): Loss: 0.016072
===> Epoch[2](422/1860): Loss: 0.016295
===> Epoch[2](423/1860): Loss: 0.016170
===> Epoch[2](424/1860): Loss: 0.018702
===> Epoch[2](425/1860): Loss: 0.019825
===> Epoch[2](426/1860): Loss: 0.015986
===> Epoch[2](427/1860): Loss: 0.018736
===> Epoch[2](428/1860): Loss: 0.018587
===> Epoch[2](429/1860): Loss: 0.016913
===> Epoch[2](430/1860): Loss: 0.017342
===> Epoch[2](431/1860): Loss: 0.017057
===> Epoch[2](432/1860): Loss: 0.015337
===> Epoch[2](433/1860): Loss: 0.017730
===> Epoch[2](434/1860): Loss: 0.016966
===> Epoch[2](435/1860): Loss: 0.017799
===> Epoch[2](436/1860): Loss: 0.016401
===> Epoch[2](437/1860): Loss: 0.018420
===> Epoch[2](438/1860): Loss: 0.016602
===> Epoch[2](439/1860): Loss: 0.016328
===> Epoch[2](440/1860): Loss: 0.015818
===> Epoch[2](441/1860): Loss: 0.017914
===> Epoch[2](442/1860): Loss: 0.016798
===> Epoch[2](443/1860): Loss: 0.018438
===> Epoch[2](444/1860): Loss: 0.018268
===> Epoch[2](445/1860): Loss: 0.019206
===> Epoch[2](446/1860): Loss: 0.016838
===> Epoch[2](447/1860): Loss: 0.017361
===> Epoch[2](448/1860): Loss: 0.017399
===> Epoch[2](449/1860): Loss: 0.017872
===> Epoch[2](450/1860): Loss: 0.016997
===> Epoch[2](451/1860): Loss: 0.016956
===> Epoch[2](452/1860): Loss: 0.017118
===> Epoch[2](453/1860): Loss: 0.017962
===> Epoch[2](454/1860): Loss: 0.020199
===> Epoch[2](455/1860): Loss: 0.018952
===> Epoch[2](456/1860): Loss: 0.017856
===> Epoch[2](457/1860): Loss: 0.018214
===> Epoch[2](458/1860): Loss: 0.018919
===> Epoch[2](459/1860): Loss: 0.017984
===> Epoch[2](460/1860): Loss: 0.017876
===> Epoch[2](461/1860): Loss: 0.018632
===> Epoch[2](462/1860): Loss: 0.017744
===> Epoch[2](463/1860): Loss: 0.017598
===> Epoch[2](464/1860): Loss: 0.017384
===> Epoch[2](465/1860): Loss: 0.018068
===> Epoch[2](466/1860): Loss: 0.017870
===> Epoch[2](467/1860): Loss: 0.016338
===> Epoch[2](468/1860): Loss: 0.018341
===> Epoch[2](469/1860): Loss: 0.017087
===> Epoch[2](470/1860): Loss: 0.014643
===> Epoch[2](471/1860): Loss: 0.016853
===> Epoch[2](472/1860): Loss: 0.015281
===> Epoch[2](473/1860): Loss: 0.016933
===> Epoch[2](474/1860): Loss: 0.017840
===> Epoch[2](475/1860): Loss: 0.017995
===> Epoch[2](476/1860): Loss: 0.018857
===> Epoch[2](477/1860): Loss: 0.016893
===> Epoch[2](478/1860): Loss: 0.015678
===> Epoch[2](479/1860): Loss: 0.015339
===> Epoch[2](480/1860): Loss: 0.018812
===> Epoch[2](481/1860): Loss: 0.017858
===> Epoch[2](482/1860): Loss: 0.016573
===> Epoch[2](483/1860): Loss: 0.019637
===> Epoch[2](484/1860): Loss: 0.017940
===> Epoch[2](485/1860): Loss: 0.016406
===> Epoch[2](486/1860): Loss: 0.016633
===> Epoch[2](487/1860): Loss: 0.018862
===> Epoch[2](488/1860): Loss: 0.018936
===> Epoch[2](489/1860): Loss: 0.017910
===> Epoch[2](490/1860): Loss: 0.015835
===> Epoch[2](491/1860): Loss: 0.019275
===> Epoch[2](492/1860): Loss: 0.019046
===> Epoch[2](493/1860): Loss: 0.018148
===> Epoch[2](494/1860): Loss: 0.017120
===> Epoch[2](495/1860): Loss: 0.016674
===> Epoch[2](496/1860): Loss: 0.017090
===> Epoch[2](497/1860): Loss: 0.018441
===> Epoch[2](498/1860): Loss: 0.017592
===> Epoch[2](499/1860): Loss: 0.016533
===> Epoch[2](500/1860): Loss: 0.017699
===> Epoch[2](501/1860): Loss: 0.019074
===> Epoch[2](502/1860): Loss: 0.019179
===> Epoch[2](503/1860): Loss: 0.016645
===> Epoch[2](504/1860): Loss: 0.017936
===> Epoch[2](505/1860): Loss: 0.018856
===> Epoch[2](506/1860): Loss: 0.018721
===> Epoch[2](507/1860): Loss: 0.018293
===> Epoch[2](508/1860): Loss: 0.016493
===> Epoch[2](509/1860): Loss: 0.017798
===> Epoch[2](510/1860): Loss: 0.018274
===> Epoch[2](511/1860): Loss: 0.016690
===> Epoch[2](512/1860): Loss: 0.019199
===> Epoch[2](513/1860): Loss: 0.018402
===> Epoch[2](514/1860): Loss: 0.019117
===> Epoch[2](515/1860): Loss: 0.017611
===> Epoch[2](516/1860): Loss: 0.018612
===> Epoch[2](517/1860): Loss: 0.016947
===> Epoch[2](518/1860): Loss: 0.017385
===> Epoch[2](519/1860): Loss: 0.015330
===> Epoch[2](520/1860): Loss: 0.016152
===> Epoch[2](521/1860): Loss: 0.017439
===> Epoch[2](522/1860): Loss: 0.018051
===> Epoch[2](523/1860): Loss: 0.015881
===> Epoch[2](524/1860): Loss: 0.016304
===> Epoch[2](525/1860): Loss: 0.018722
===> Epoch[2](526/1860): Loss: 0.017539
===> Epoch[2](527/1860): Loss: 0.016889
===> Epoch[2](528/1860): Loss: 0.015349
===> Epoch[2](529/1860): Loss: 0.018375
===> Epoch[2](530/1860): Loss: 0.019469
===> Epoch[2](531/1860): Loss: 0.018659
===> Epoch[2](532/1860): Loss: 0.018018
===> Epoch[2](533/1860): Loss: 0.016212
===> Epoch[2](534/1860): Loss: 0.017198
===> Epoch[2](535/1860): Loss: 0.017321
===> Epoch[2](536/1860): Loss: 0.017454
===> Epoch[2](537/1860): Loss: 0.017805
===> Epoch[2](538/1860): Loss: 0.018440
===> Epoch[2](539/1860): Loss: 0.017097
===> Epoch[2](540/1860): Loss: 0.018295
===> Epoch[2](541/1860): Loss: 0.016372
===> Epoch[2](542/1860): Loss: 0.016347
===> Epoch[2](543/1860): Loss: 0.017572
===> Epoch[2](544/1860): Loss: 0.015585
===> Epoch[2](545/1860): Loss: 0.017434
===> Epoch[2](546/1860): Loss: 0.015786
===> Epoch[2](547/1860): Loss: 0.019764
===> Epoch[2](548/1860): Loss: 0.017765
===> Epoch[2](549/1860): Loss: 0.015979
===> Epoch[2](550/1860): Loss: 0.017177
===> Epoch[2](551/1860): Loss: 0.018165
===> Epoch[2](552/1860): Loss: 0.018966
===> Epoch[2](553/1860): Loss: 0.018020
===> Epoch[2](554/1860): Loss: 0.018580
===> Epoch[2](555/1860): Loss: 0.019414
===> Epoch[2](556/1860): Loss: 0.016552
===> Epoch[2](557/1860): Loss: 0.018456
===> Epoch[2](558/1860): Loss: 0.018145
===> Epoch[2](559/1860): Loss: 0.017267
===> Epoch[2](560/1860): Loss: 0.017990
===> Epoch[2](561/1860): Loss: 0.017305
===> Epoch[2](562/1860): Loss: 0.019604
===> Epoch[2](563/1860): Loss: 0.017173
